"Japan AI Safety Institute (J-AISI)","AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2025-03-14)","https://aisi.go.jp/activity/activity_information/250314/","2025-03-14","EXCLUDED - no findings","Japanese-only monthly digest of domestic/international AI policy news and links to J-AISI's own already-published outputs (AMAIS, data quality guidebook, annual report); a news roundup with no evidence-backed finding asserted in this item itself","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","ウェビナーイベント「多文化・多言語対応の安全な大規模言語モデルの構築を目指して」のご案内（主催：東京カレッジほか）","https://aisi.go.jp/activity/activity_information/241029/","2024-10-29","EXCLUDED - no findings","Announcement of a third-party webinar (hosted by Tokyo College, U-Tokyo) with date/venue/registration details only; no findings","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AISI運営委員会(第３回)を開催しました。","https://aisi.go.jp/activity/activity_information/241021/","2024-10-21","EXCLUDED - no findings","Notice of the 3rd AISI steering committee meeting (agenda and handout list, several items non-public); governance housekeeping, no evidence-backed findings","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","イベント「CEATEC2024」で講演を行いました。","https://aisi.go.jp/activity/activity_information/241017/","2024-10-17","EXCLUDED - no findings","Notice that the J-AISI director and deputy director gave an introductory lecture at CEATEC2024 with slide links; outreach announcement, no findings","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","Webサイトを全面的にリニューアルいたしました","https://aisi.go.jp/activity/activity_information/240930/","2024-09-30","EXCLUDED - no findings","One-line notice that the website was fully renewed; no findings","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AISIパートナーシップ協定の発効","https://aisi.go.jp/activity/activity_information/240806/","2024-08-06","EXCLUDED - no findings","Announcement that the domestic AISI Partnership agreement among related Japanese agencies took effect; partnership news, no findings","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AIセーフティ・インスティテュート(AISI)関係府省庁等連絡会議(第2回)を開催しました。","https://aisi.go.jp/activity/activity_information/240618/","2024-06-18","EXCLUDED - no findings","Notice of the 2nd inter-ministerial liaison meeting, pointing to Cabinet Office site for handouts; governance housekeeping, no findings","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AISI運営委員会(第２回)を開催しました。","https://aisi.go.jp/activity/activity_information/240604/","2024-06-04","EXCLUDED - no findings","Notice of the 2nd AISI steering committee meeting (agenda/handout list, several items non-public); no evidence-backed findings asserted in the item","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AISI運営委員会(第１回)を開催しました。","https://aisi.go.jp/activity/activity_information/240425/","2024-04-25","EXCLUDED - no findings","Notice of the 1st AISI steering committee meeting (terms of reference, travel reports, partnership plans); organisational setup, no findings","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AIセーフティ・インスティテュート(AISI)関係府省庁等連絡会議(第1回)を開催しました。","https://aisi.go.jp/activity/activity_information/240229/","2024-02-29","EXCLUDED - no findings","Notice of the 1st inter-ministerial liaison meeting, pointing to Cabinet Office site for handouts; no findings","","2026-08-01","agent"
