"Apollo Research","NIST RFI: Security Considerations for AI Agents","https://www.apolloresearch.ai/governance/nist-rfi-security-considerations-for-ai-agents/","2026-03-22","EXCLUDED - no findings","Policy comment to NIST RFI with recommendations on scheming science, AI control and external-evaluator access; recommendations only, no evidence-backed finding per protocol 1.0","","2026-08-01","agent"
"Apollo Research","Seven Provisions in the National Defense Authorization Act with High Potential to Accelerate AI Security","https://www.apolloresearch.ai/governance/ndaa-ai-security-defense-intelligence/","2025-12-12","EXCLUDED - no findings","Commentary analysing seven NDAA 2026 legislative provisions and how they intersect with Apollo's work; legislative analysis and opinion, no qualifying finding","","2026-08-01","agent"
"Apollo Research","Internal Deployment of AI Models and Systems in the EU AI Act","https://www.apolloresearch.ai/governance/internal-deployment-eu-ai-act/","2025-12-08","EXCLUDED - no findings","Legal/policy memorandum analysing how the EU AI Act applies to internally deployed models; legal analysis and recommendations, no evidence-backed evaluation finding","","2026-08-01","agent"
"Apollo Research","The Loss of Control Playbook: Degrees, Dynamics, and Preparedness","https://www.apolloresearch.ai/governance/loss-of-control/","2025-11-24","EXCLUDED - no findings","Conceptual research report proposing a loss-of-control taxonomy, governance framework and dynamics analysis; framework/recommendations, no measured result or documented evaluation fact","","2026-08-01","agent"
"Apollo Research","Assurance of Frontier AI Built for National Security","https://www.apolloresearch.ai/governance/assurance-of-frontier-ai-built-for-national-security/","2025-10-09","EXCLUDED - no findings","Policy memorandum recommending DoW/ODNI/NIST/CAISI leverage T&E pipelines for scheming and control evaluations; roadmap and recommendations only, no qualifying finding","","2026-08-01","agent"
"Apollo Research","AI Behind Closed Doors: a Primer on The Governance of Internal Deployment","https://www.apolloresearch.ai/governance/ai-behind-closed-doors-a-primer-on-the-governance-of-internal-deployment/","2025-04-17","EXCLUDED - no findings","Governance primer defining internal deployment and analysing its risks and oversight gaps; conceptual analysis and recommendations, no evidence-backed finding per protocol 1.0","","2026-08-01","agent"
"Apollo Research","Capturing and Countering Threats to National Security: a Blueprint for an Agile AI Incident Regime","https://www.apolloresearch.ai/governance/capturing-and-countering-threats-to-national-security-a-blueprint-for-an-agile-ai-incident-regime/","2025-04-15","EXCLUDED - no findings","Policy paper proposing a three-pronged AI incident regime modelled on nuclear/aviation/cyber regimes; proposal only, cited capability levels (e.g. OpenAI Deep Research medium risk) are comparators not Apollo findings","","2026-08-01","agent"
"Apollo Research","Precursory Capabilities: A Refinement to Pre-deployment Information Sharing and Tripwire Capabilities","https://www.apolloresearch.ai/governance/precursory-capabilities-a-refinement-to-pre-deployment-information-sharing-and-tripwire-capabilities/","2025-02-06","EXCLUDED - no findings","Conceptual papers proposing precursory capabilities and a zoning taxonomy for pre-deployment information sharing; framework proposal, no empirical or process finding","","2026-08-01","agent"
"Apollo Research","Our Current Policy Positions","https://www.apolloresearch.ai/governance/our-current-policy-positions/","2024-06-21","EXCLUDED - no findings","Statement of five high-level policy positions (e.g. evaluations alone are insufficient); opinion and recommendations, no evidence-backed finding","","2026-08-01","agent"
"Apollo Research","Our Work Advancing Scientific Understanding To Foster An Effective International Evaluation Ecosystem","https://www.apolloresearch.ai/governance/our-work-advancing-scientific-understanding-to-foster-an-effective-international-evaluation-ecosystem/","2024-03-21","EXCLUDED - no findings","Announcement of US engagement, AISI Consortium participation and NIST working groups; partnership/engagement news, no qualifying finding","","2026-08-01","agent"
"Apollo Research","Recommendations For The Next Stages Of The Frontier AI Taskforce","https://www.apolloresearch.ai/governance/recommendations-for-the-next-stages-of-the-frontier-ai-taskforce/","2023-10-11","EXCLUDED - no findings","Two policy recommendations to the UK Frontier AI Taskforce (regulator role, national security focus); recommendations only, no finding","","2026-08-01","agent"
"Apollo Research","The UK AI Safety Summit: Our Recommendations","https://www.apolloresearch.ai/governance/the-uk-ai-safety-summit-our-recommendations/","2023-10-04","EXCLUDED - no findings","Recommended commitments for the UK AI Safety Summit (risk classification, value-chain responsibilities); recommendations only, no finding","","2026-08-01","agent"
"Apollo Research","Apollo Update May 2026","https://www.apolloresearch.ai/blog/apollo-update-may-2026/","2026-05-13","EXCLUDED - duplicate/secondary","Progress update (SF office, hiring, Watcher product, research agenda); research claims restate already-published Apollo science posts on oversight reasoning and scheming (incl. primary APOLLO-2025-09 stress-testing deliberative alignment); no finding published nowhere else","","2026-08-01","agent"
"Apollo Research","Apollo Research is becoming a PBC","https://www.apolloresearch.ai/blog/apollo-research-is-becoming-a-pbc/","2026-01-20","EXCLUDED - no findings","Corporate structure announcement (spin-off to Public Benefit Corporation, new product team, governance mechanisms); organisational news, no finding","","2026-08-01","agent"
"Apollo Research","Our Norms on Security, Science Communication and Conflicts of Interest","https://www.apolloresearch.ai/blog/our-norms-coi-security-science-communication/","2025-11-26","EXCLUDED - no findings","Description of Apollo's own conflict-of-interest, security and publishing norms; internal policy statement, not an evidence-backed evaluation finding about any model or process under evaluation","","2026-08-01","agent"
"Apollo Research","Apollo 18-Month Update","https://www.apolloresearch.ai/blog/apollo-18-month-update/","2024-12-13","EXCLUDED - duplicate/secondary","Three-line pointer to Apollo's 18-month progress report; annual summary restating already-published work, primary is APOLLO-2024-12 (Frontier Models are Capable of In-Context Scheming, 2024-12-05) and other science posts","","2026-08-01","agent"
"Apollo Research","Apollo Is Adopting Inspect","https://www.apolloresearch.ai/blog/apollo-is-adopting-inspect/","2024-11-13","EXCLUDED - no findings","Announcement of adopting UK AISI's Inspect as evals framework after internal trial; tooling decision with pro/con reasoning, no measured methodology result per protocol 1.0","","2026-08-01","agent"
"Apollo Research","The First Year Of Apollo Research","https://www.apolloresearch.ai/blog/the-first-year-of-apollo-research/","2024-05-29","EXCLUDED - duplicate/secondary","Annual summary; its headline result (LLMs strategically deceive users under pressure) restates Apollo's Nov 2023 technical report/arXiv:2311.07590 on the Apollo science page (primary), plus already-published interpretability papers; no unique finding","","2026-08-01","agent"
