"Center for AI Safety (CAIS)","AI Safety Newsletter #59: EU Publishes General-Purpose AI Code of Practice","https://newsletter.safe.ai/p/ai-safety-newsletter-59-eu-publishes","2025-07-15","EXCLUDED - no findings","News digest (EU Code of Practice, Meta Superintelligence Labs); no evidence-backed finding asserted by CAIS — the one eval result cited (19% developer slowdown) is METR's, a comparator in passing","","2026-08-01","agent"
"Center for AI Safety (CAIS)","AI Safety Newsletter #58: Senate Removes State AI Regulation Moratorium","https://newsletter.safe.ai/p/ai-safety-newsletter-58-senate-removes","2025-07-03","EXCLUDED - no findings","News digest of congressional action and court rulings on fair use; summarizes third-party work (UC Berkeley CyberGym, FRI) with no CAIS-asserted evaluation finding","","2026-08-01","agent"
"Center for AI Safety (CAIS)","AI Safety Newsletter #57: The RAISE Act","https://newsletter.safe.ai/p/ai-safety-newsletter-57-the-raise","2025-06-17","EXCLUDED - no findings","News digest on New York's RAISE Act plus curated links; policy commentary only, no evidence-backed finding asserted by CAIS","","2026-08-01","agent"
"Center for AI Safety (CAIS)","AI Safety Newsletter #56: Google Releases Veo 3","https://newsletter.safe.ai/p/ai-safety-newsletter-56-google-releases","2025-05-28","EXCLUDED - no findings","News digest of Veo 3 and Claude Opus 4 launch coverage; all evaluation results cited are others' (Google, Anthropic system card, Apollo Research), none asserted by CAIS","","2026-08-01","agent"
"Center for AI Safety (CAIS)","AI Safety Newsletter #55: Trump Administration Rescinds AI Diffusion Rule, Allows Chip Sales to Gulf States","https://newsletter.safe.ai/p/ai-safety-newsletter-55-trump-administration","2025-05-20","EXCLUDED - no findings","News digest of export-control policy shifts, federal bills, and industry updates; no CAIS-asserted evaluation finding","","2026-08-01","agent"
"Center for AI Safety (CAIS)","AI Safety Newsletter #54: OpenAI Updates Restructure Plan","https://newsletter.safe.ai/p/ai-safety-newsletter-54-openai-updates","2025-05-13","EXCLUDED - no findings","News digest on OpenAI restructuring and the Singapore consensus conference (CAIS participated but did not author findings); no CAIS-asserted evaluation finding","","2026-08-01","agent"
"Center for AI Safety (CAIS)","AI Safety Newsletter #53: An Open Letter Attempts to Block OpenAI Restructuring","https://newsletter.safe.ai/p/an-open-letter-attempts-to-block","2025-04-29","EXCLUDED - no findings","News digest plus SafeBench competition winners announcement; winning benchmarks (Cybench, AgentDojo etc.) are external teams' work CAIS awarded, not CAIS-asserted findings","","2026-08-01","agent"
"Center for AI Safety (CAIS)","AI Safety Newsletter #52: An Expert Virology Benchmark","https://newsletter.safe.ai/p/ai-safety-newsletter-52-an-expert","2025-04-22","EXCLUDED - duplicate/secondary","Restates the Virology Capabilities Test results; primary is the VCT paper by SecureBio and CAIS (virologytest.ai, INCLUDED via SecureBio sweep, report SECUREBIO-2025-04); no finding published nowhere else","","2026-08-01","agent"
"Center for AI Safety (CAIS)","AI Safety Newsletter #51: AI Frontiers","https://newsletter.safe.ai/p/ai-safety-newsletter-51-ai-frontiers","2025-04-15","EXCLUDED - no findings","Launch announcement for CAIS's AI Frontiers commentary platform plus digest of the AI 2027 scenario (AI Futures Project); opinion and announcement only, no CAIS-asserted evaluation finding","","2026-08-01","agent"
"Center for AI Safety (CAIS)","AI Safety Newsletter #50: AI Action Plan Responses","https://newsletter.safe.ai/p/ai-safety-newsletter-50-ai-action","2025-03-31","EXCLUDED - no findings","News digest analyzing OpenAI/Google/Anthropic AI Action Plan comments and summarizing OpenAI's chain-of-thought monitoring paper; no CAIS-asserted evaluation finding","","2026-08-01","agent"
