"France INESIA (via PEReN / ANSSI / Inria / LNE)","PEReN presents its first activity report (2021)","https://www.peren.gouv.fr/en/actualites/2022-07-13_rapport_activite_2021/","2022-07-13","EXCLUDED - no findings","Annual activity summary (25 projects done, 60 planned); organisational achievements only, no measured results or evidence-backed findings","","undefined","agent"
"France INESIA (via PEReN / ANSSI / Inria / LNE)","The CNIL and PEReN sign an agreement setting out the terms of their cooperation","https://www.peren.gouv.fr/en/actualites/2022-07-12_convention_peren_cnil/","2022-07-12","EXCLUDED - no findings","Announcement of a cooperation agreement between CNIL and PEReN; partnership objectives only, no findings","","undefined","agent"
"France INESIA (via PEReN / ANSSI / Inria / LNE)","PEReN intervenes at the Workshop on Privacy Protection (APVP)","https://www.peren.gouv.fr/en/actualites/2022-06-29_participation_apvp/","2022-06-29","EXCLUDED - no findings","Event-participation note (workshop presentations on anonymisation and blind algorithm analysis); no empirical results reported","","undefined","agent"
"France INESIA (via PEReN / ANSSI / Inria / LNE)","Proving your age without sharing identifying information? Proof by POC!","https://www.peren.gouv.fr/en/actualites/2022-06-24_poc_detection_mineurs/","2022-06-24","EXCLUDED - no findings","Announcement of a CNIL-led age-verification proof-of-concept (PEReN partner); conceptual description only, no measured results or evaluation of an AI system","","undefined","agent"
"France INESIA (via PEReN / ANSSI / Inria / LNE)","Shedding light on… n°4 - Online underage users detection: can we reconcile efficiency, convenience and anonymity?","https://www.peren.gouv.fr/en/actualites/2022-05-20_eclairage_sur_detection_mineurs/","2022-05-20","EXCLUDED - no findings","Explainer/analysis note surveying age-verification approaches with recommendations; no evidence-backed empirical findings per protocol 1.0","","undefined","agent"
"France INESIA (via PEReN / ANSSI / Inria / LNE)","Shedding light on… n°3 - The Privacy Sandbox: a collection of tools for third-party cookieless online advertising","https://www.peren.gouv.fr/en/actualites/2022-04-07_eclairage_privacy_sandbox/","2022-04-07","EXCLUDED - no findings","Explainer/analysis of Google Privacy Sandbox with qualitative competition-policy assessment; opinion/analysis, no measured results","","undefined","agent"
"France INESIA (via PEReN / ANSSI / Inria / LNE)","Shedding light on… n°2 - Mobile applications: what are the security issues for their distribution outside OS stores?","https://www.peren.gouv.fr/en/actualites/2022-02-18_eclairage_sur_os/","2022-02-18","EXCLUDED - no findings","Explainer note on app sideloading security in DMA context; no empirical findings","","undefined","agent"
"France INESIA (via PEReN / ANSSI / Inria / LNE)","Shedding light on… n°1 - Interoperability","https://www.peren.gouv.fr/en/actualites/2021-10-08_eclairage_sur_interoperabilite/","2021-10-08","EXCLUDED - no findings","Conceptual explainer on interoperability (full report French-only); no evidence-backed findings","","undefined","agent"
"France INESIA (via PEReN / ANSSI / Inria / LNE)","Convention signed between PEReN and the French Competition Authority","https://www.peren.gouv.fr/en/actualites/2021-05-11_convention-peren-adlc/","2021-05-11","EXCLUDED - no findings","Announcement of a technical-support convention with the Autorite de la concurrence; no findings","","undefined","agent"
"France INESIA (via PEReN / ANSSI / Inria / LNE)","Publication of a study on evaluation methods for content recommendation algorithms","https://www.peren.gouv.fr/en/actualites/2021-05-06_publication-etude-methodologie-audit-algorithmes-dgmic/","2021-05-06","EXCLUDED - no findings","Feasibility study proposing black-box audit methods for recommendation algorithms; explicitly defers experimental validation to future work - methodology promise, no evidence-backed finding","","undefined","agent"
"France INESIA (via PEReN / ANSSI / Inria / LNE)","Creation of PEReN","https://www.peren.gouv.fr/en/actualites/2020-08-25_creation_du_peren/","2020-08-25","EXCLUDED - no findings","Announcement of PEReN's creation by decree n.2020-1102; institutional description only","","undefined","agent"
"France INESIA (via PEReN / ANSSI / Inria / LNE)","PEReN Road Map 2026 (Feuille de route 2026)","https://www.peren.gouv.fr/static/rapports/Feuille_de_route_2026_PEReN.pdf","2026","EXCLUDED - no findings","Forward-looking annual work programme (French-only PDF, read directly); strategic priorities and planned projects incl. AI-system audit, no findings - plans are excluded per protocol 4","","undefined","agent"
"France INESIA (via PEReN / ANSSI / Inria / LNE)","What should evaluators prioritise when resources are limited? (INESIA, SGDSN)","https://www.sgdsn.gouv.fr/publications/what-should-evaluators-prioritise-when-resources-are-limited","2026-07-08","EXCLUDED - no findings","English INESIA/network guidance piece (pre-cutoff by 1 day): normative prioritisation framework citing others' results; no original evidence-backed finding asserted by the org","","undefined","agent"
"France INESIA (via PEReN / ANSSI / Inria / LNE)","International consensus and open questions in AI evaluations (INESIA, SGDSN)","https://www.sgdsn.gouv.fr/publications/international-consensus-and-open-questions-ai-evaluations","2026-02-12","EXCLUDED - no findings","English synthesis/position piece on network consensus and open questions from NeurIPS 2025 discussions; opinion/consensus statements, no empirical or documented-process findings","","undefined","agent"
"France INESIA (via PEReN / ANSSI / Inria / LNE)","L'Institut national pour l'évaluation et la sécurité de l'IA adopte sa feuille de route 2026-2027 (SGDSN)","https://www.sgdsn.gouv.fr/publications/linstitut-national-pour-levaluation-et-la-securite-de-lia-adopte-sa-feuille-de-route","2026-02-12","EXCLUDED - no findings","French press announcement that INESIA adopted its 2026-2027 roadmap; portal to PDFs, no findings","","undefined","agent"
"France INESIA (via PEReN / ANSSI / Inria / LNE)","INESIA roadmap 2026-2027 (Feuille de route INESIA, PDF)","https://www.sgdsn.gouv.fr/files/files/Nos_missions/Feuille%20de%20route%20INESIA%202026-2027.pdf","2026-02","EXCLUDED - no findings","French-only strategic roadmap (read PDF directly): missions, three action dimensions, future work programme; a plan, no evidence-backed findings","","undefined","agent"
"France INESIA (via PEReN / ANSSI / Inria / LNE)","Le réseau des AISI publie les premiers résultats d'expérimentations conjointes (INESIA, SGDSN)","https://www.sgdsn.gouv.fr/publications/le-reseau-des-aisi-publie-les-premiers-resultats-dexperimentations-conjointes","2025-02-14","EXCLUDED - duplicate/secondary","French summary pointing to the primary International Network Joint Testing Exercise report 'Improving Methodologies for LLM Evaluations Across Global Languages' (INCLUDED in dataset as SGAISI-2025-07-JAI1); reports no finding published nowhere else","","undefined","agent"
"France INESIA (via PEReN / ANSSI / Inria / LNE)","Sommet pour l'action sur l'IA : assurer le développement d'une IA de confiance, sûre et sécurisée (INESIA, SGDSN)","https://www.sgdsn.gouv.fr/publications/sommet-pour-laction-sur-lia-assurer-le-developpement-dune-ia-de-confiance-sure-et","2025-02-11","EXCLUDED - no findings","French announcement of the Feb 2025 AI Action Summit; policy statements and aspirational goals only, no findings","","undefined","agent"
