"Japan AI Safety Institute (J-AISI)","AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2026-01-20)","https://aisi.go.jp/activity/activity_information/260120/","2026-01-20","EXCLUDED - no findings","Japanese-language monthly policy-news digest (J-AISI events, domestic/international policy moves, links to others' reports); no measured results or observed behaviours asserted by J-AISI","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2025-12-18)","https://aisi.go.jp/activity/activity_information/251218/","2025-12-18","EXCLUDED - no findings","Japanese-language monthly policy digest summarising J-AISI activities and domestic/international policy developments; no empirical, methodology, or process findings asserted by J-AISI","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2025-11-26)","https://aisi.go.jp/activity/activity_information/251126/","2025-11-26","EXCLUDED - no findings","Japanese-language monthly policy digest (conference participation, partnerships, policy trends); no measured results or model test outcomes asserted by J-AISI","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2025-10-17)","https://aisi.go.jp/activity/activity_information/251017/","2025-10-17","EXCLUDED - no findings","Japanese-language monthly policy digest; notes J-AISI's open-source release of evaluation tools but reports no measured results or test outcomes — announcement only, no qualifying finding","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","「LLMの安全性ベンチマークをAll Japan/One Teamで構築するプロジェクト」のキックオフミーティングを開催しました。","https://aisi.go.jp/activity/activity_information/251009/","2025-10-09","EXCLUDED - no findings","Japanese-language announcement of a kickoff meeting for an LLM safety benchmark project (with NII LLM R&D Center); project launch news only, no findings","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","「事業実証WG上期報告会」を開催しました。","https://aisi.go.jp/activity/activity_information/251003/","2025-10-03","EXCLUDED - no findings","Japanese-language event notice for the Business Demonstration WG first-half report meeting (healthcare/robotics/data-quality/conformity sub-WGs presented activities); links to slides, no empirical results or observed behaviours","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2025-09-11)","https://aisi.go.jp/activity/activity_information/250911/","2025-09-11","EXCLUDED - no findings","Japanese-language monthly policy digest of external events and government/third-party policy announcements; no J-AISI research outcomes or model test data","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2025-08-19)","https://aisi.go.jp/activity/activity_information/250819/","2025-08-19","EXCLUDED - no findings","Japanese-language monthly policy digest; mentions J-AISI publishing a report on known attacks against AI systems but the digest itself only announces it and restates no findings — the report is the primary source to screen separately","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","イベント「JAPAN AI SAFETY WORKSHOP」で講演を行いました。","https://aisi.go.jp/activity/activity_information/250730/","2025-07-30","EXCLUDED - no findings","Japanese-language announcement that J-AISI's Director and Technical Director gave lectures at the JAPAN AI SAFETY WORKSHOP (2025-07-05, Tokyo); event participation news only, no findings","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2025-07-11)","https://aisi.go.jp/activity/activity_information/250711/","2025-07-11","EXCLUDED - no findings","Japanese-language monthly policy digest (J-AISI speaking engagements, domestic/international policy, links to others' reports e.g. BSI test catalogue, Singapore AISI report); no findings asserted by J-AISI","","2026-08-01","agent"
