"UK AI Security Institute (UK AISI)","Evaluating explanations: An explanatory virtues framework for mechanistic interpretability","https://www.aisi.gov.uk/research/evaluating-explanations-an-explanatory-virtues-framework-for-mechanistic-interpretability","2025-05-02","EXCLUDED - no findings","Conceptual/philosophical framework (explanatory virtues from four philosophical perspectives) for assessing interpretability explanations; no measured results or observed model behaviours","","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","A mathematical philosophy of explanations in mechanistic interpretability","https://www.aisi.gov.uk/research/a-mathematical-philosophy-of-explanations-in-mechanistic-interpretability","2025-05-01","EXCLUDED - no findings","Theoretical paper proposing the Explanatory View Hypothesis and definitional criteria for mechanistic interpretability; conceptual argument only, no evidence-backed findings","","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","RepliBench: measuring autonomous replication capabilities in AI systems","https://www.aisi.gov.uk/blog/replibench-measuring-autonomous-replication-capabilities-in-ai-systems","2025-04-22","INCLUDED","Qualifying empirical findings: 7 frontier models on 20 task families/65 tasks; best model >50% pass@10 on 15/20 families but complete failure on KYC checks; observed task avoidance and eval-awareness refusals - matches UKAISI-2025-04 (RepliBench arXiv 2504.18565)","UKAISI-2025-04","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","How to evaluate control measures for AI agents?","https://www.aisi.gov.uk/blog/how-to-evaluate-control-measures-for-ai-agents","2025-04-11","EXCLUDED - no findings","Proposes the AI Control Levels (ACL-0 to ACL-5) framework as an early sketch for scaling control evaluations; conceptual roadmap with no measured results or observed behaviours","","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","Strengthening AI resilience","https://www.aisi.gov.uk/blog/strengthening-ai-resilience","2025-04-03","EXCLUDED - no findings","Announcement of 20 Systemic AI Safety seed grants (up to GBP 200k each); grant-programme process facts and forward-looking plans only, no qualifying evaluation findings","","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","Adversarial machine learning: A taxonomy and terminology of attacks and mitigations","https://www.aisi.gov.uk/research/adversarial-machine-learning-a-taxonomy-and-terminology-of-attacks-and-mitigations","2025-03-24","EXCLUDED - no findings","NIST Trustworthy AI reference report (co-authored with AISI staff) defining taxonomy/terminology and glossary for adversarial ML; definitional standard-setting document with no measured results","","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","How we're addressing the gap between AI capabilities and mitigations","https://www.aisi.gov.uk/blog/aisis-research-direction-for-technical-solutions","2025-03-11","EXCLUDED - no findings","Research agenda/recruitment piece laying out AISI's Safeguards/Control/Alignment research directions; plans and intentions only, no evidence-backed findings","","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","Model tampering attacks enable more rigorous evaluations of LLM capabilities","https://www.aisi.gov.uk/research/model-tampering-attacks-enable-more-rigorous-evaluations-of-llm-capabilities-2","2025-03-02","INCLUDED","Qualifying empirical findings: benchmark of 11 attacks shows tampering attack success predicts held-out input-space attack success; state-of-the-art unlearning undone within 16 finetuning steps; robustness lies on low-dimensional subspace - matches UKAISI-2025-03-GOV1 (arXiv 2502.05209)","UKAISI-2025-03-GOV1","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","Fundamental limitations in defending LLM finetuning APIs","https://www.aisi.gov.uk/research/fundamental-limitations-in-defending-llm-finetuning-apis-2","2025-02-20","INCLUDED","Qualifying empirical findings: pointwise-undetectable attacks constructed from benign low-perplexity samples succeeded against the OpenAI fine-tuning API in eliciting harmful answers and evaded AISI's enhanced monitoring - URL exactly matches UKAISI-2025-02","UKAISI-2025-02","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","How can safety cases be used to help with frontier AI safety?","https://www.aisi.gov.uk/blog/how-can-safety-cases-be-used-to-help-with-frontier-ai-safety","2025-02-10","EXCLUDED - no findings","Explainer blog introducing the safety-case concept and open research problems; companion to the two safety-case papers published same day; no measured results or observed behaviours","","2026-08-01","agent"
