"Australian AI Safety Institute","Best practice for automated evaluation of large language models","https://www.industry.gov.au/publications/best-practice-automated-evaluation-large-language-models","2026-07-24","EXCLUDED - no findings","Direct fetch blocked (industry.gov.au unreachable, no Wayback capture); identified via NIST/UK AISI network sources as Australia's page for the International Network's consensus best-practice guidance on automated LLM evaluation (cf. UK AISI 2026-07-23 counterpart, same decision) — guidance/consensus only, no evidence-backed finding, so no-findings takes precedence even though the date is past the 2026-07-09 cutoff","","2026-08-01","agent"
"Australian AI Safety Institute","Second key update: technical safeguards and risk management","https://www.industry.gov.au/publications/second-key-update-technical-safeguards-and-risk-management","2025-11-25","EXCLUDED - no findings","Fetch blocked, decided from title + known series: hosted copy of the Second Key Update to the International AI Safety Report by the Bengio-chaired independent expert panel — literature synthesis, no evaluation finding asserted by the Australian org (matches CAISI-venue precedent for this report series)","","2026-08-01","agent"
"Australian AI Safety Institute","First key update: capabilities and risk implications","https://www.industry.gov.au/publications/first-key-update-capabilities-and-risk-implications","2025-10-15","EXCLUDED - no findings","Fetch blocked, decided from title + known series: hosted copy of the First Key Update to the International AI Safety Report by the Bengio-chaired independent expert panel — literature synthesis, no evaluation finding asserted by the Australian org (matches CAISI-venue precedent)","","2026-08-01","agent"
"Australian AI Safety Institute","Risk analysis techniques for governed LLM-based multiagent systems","https://www.industry.gov.au/publications/risk-analysis-techniques-governed-llm-based-multiagent-systems","2025-07-29","EXCLUDED - no findings","DISR-commissioned Gradient Institute report; verified against arXiv:2508.05687 full text: conceptual risk-analysis framework/toolkit covering six multi-agent failure modes, cites others' empirical work but contains no original measured results or observed model behaviours","","2026-08-01","agent"
"Australian AI Safety Institute","Advancing methods for agentic evaluations across domains","https://www.industry.gov.au/publications/advancing-methods-agentic-evaluations-across-domains","2025-07-17","EXCLUDED - duplicate/secondary","Australian mirror page for the International Network Joint Testing Exercise 3 agentic-evaluations report (direct fetch blocked; title matches the joint report Australia contributed to per its own 2025-07-30 news item); primary already INCLUDED in dataset as UKAISI-2025-07-CYB1 (PEReN-hosted PDF) — no finding unique to this page","","2026-08-01","agent"
"Australian AI Safety Institute","Improving international testing of foundation AI models","https://www.industry.gov.au/publications/improving-international-testing-foundation-ai-models","2025-02-10","EXCLUDED - duplicate/secondary","Fetch blocked, decided from title/date + sibling-venue precedent (J-AISI 2025-02-11 and INESIA/SGDSN 2025-02-14 mirrors): Australian page for the network's Feb 2025 Paris-summit joint testing publication on multilingual model evaluation; primary in dataset as SGAISI-2025-07-JAI1 (pilot facets as NETWORK-2024-11-SOC1)","","2026-08-01","agent"
"Australian AI Safety Institute","International AI safety report 2026","https://www.industry.gov.au/publications/international-ai-safety-report-2026","2025-02-03","EXCLUDED - no findings","Fetch blocked, decided from title + known series: landing page hosting the Bengio-led International AI Safety Report 2026 — independent expert panel synthesis of existing research, no finding asserted by the Australian org (matches CAISI-venue precedent for the same report)","","2026-08-01","agent"
"Australian AI Safety Institute","International AI safety report 2025","https://www.industry.gov.au/publications/international-ai-safety-report-2025","2025-01-29","EXCLUDED - no findings","Fetch blocked, decided from title + known series: landing page hosting the Bengio-led International AI Safety Report 2025 — independent expert panel synthesis, no finding asserted by the Australian org","","2026-08-01","agent"
"Australian AI Safety Institute","Australia and UK strengthen partnership on safe and secure AI","https://www.industry.gov.au/news/australia-and-uk-strengthen-partnership-safe-and-secure-ai","2026-05-25","EXCLUDED - no findings","Direct fetch blocked; verified via ministerial media release and GOV.UK coverage: announcement of the 2026-05-25 Australia-UK MoU between the Australian AISI and UK AISI (information sharing, staff exchanges, testing best practice) — partnership news, no findings","","2026-08-01","agent"
"Australian AI Safety Institute","Australia meets with global partners on AI evaluation and measurement","https://www.industry.gov.au/news/australia-meets-global-partners-ai-evaluation-and-measurement","2025-12-19","EXCLUDED - no findings","Read via Wayback capture (2026-04-18): recap of the network's fourth convening in San Diego, its rename to International Network for Advanced AI Measurement Evaluation and Science, and the Australian AISI announcement — meeting/announcement content, no findings","","2026-08-01","agent"
"Australian AI Safety Institute","Australia to establish new institute to strengthen AI safety","https://www.industry.gov.au/news/australia-establish-new-institute-strengthen-ai-safety","2025-11-25","EXCLUDED - no findings","Read via Wayback capture (2026-07-10): announcement of the Australian AI Safety Institute's establishment, mandate and planned functions — plan/announcement, no findings","","2026-08-01","agent"
"Australian AI Safety Institute","Australia continues research on AI safety science","https://www.industry.gov.au/news/australia-continues-research-ai-safety-science","2025-07-30","EXCLUDED - duplicate/secondary","Read via Wayback capture (2025-11-14): ICML Vancouver network meeting recap announcing the SG/UK-published Joint Testing Exercise 3 findings and the AU/CA-led research agenda; restates network publications whose primary is INCLUDED as UKAISI-2025-07-CYB1 — Australian technical contributors (CSIRO Data61, Gradient Institute, Mileva Security Labs, UNSW AI Institute) noted but no finding unique to this page","","2026-08-01","agent"
