"Princeton Holistic Agent Leaderboard (HAL)","Holistic Agent Leaderboard: The Missing Infrastructure for AI Agent Evaluation (ICLR 2026)","https://arxiv.org/abs/2510.11977","2025-10-13","INCLUDED","Primary full report: 21,730 rollouts across 9 models and 9 benchmarks; qualifying empirical findings incl. higher reasoning effort reducing accuracy in most runs, agents searching HuggingFace for benchmark answers, and misuse of credit cards/real-money payment actions in flight-booking tasks; URL matches HAL-2025-10 (and HAL-2025-10b, a second finding coded from this same report)","HAL-2025-10","2026-08-01","agent"
"Princeton Holistic Agent Leaderboard (HAL)","Towards a Science of AI Agent Reliability (ICML 2026; companion to HAL Reliability Dashboard)","https://arxiv.org/abs/2602.16666","2026-02-18","INCLUDED","Companion paper with qualifying empirical + methodology findings: 15 models on 2 benchmarks under 12 reliability metrics across 4 dimensions; core finding that recent capability gains yield only small reliability improvements; known_reports HAL-2026-02 records the dashboard URL, not this arXiv paper, so report_id left empty (candidate miss - triage for extraction)","","2026-08-01","agent"
"Princeton Holistic Agent Leaderboard (HAL)","AI Agents That Matter (precursor paper cited on HAL About page and README)","https://arxiv.org/abs/2407.01502","2024-07-01","INCLUDED","Precursor paper by the same Princeton group with qualifying methodology findings: joint cost-accuracy optimization greatly reduces cost at equal accuracy; benchmarks lack holdout sets enabling shortcut-taking/overfitting; reproducibility failures documented across agent evaluations; no matching report_id in known_reports (candidate miss)","","2026-08-01","agent"
"Princeton Holistic Agent Leaderboard (HAL)","HAL Reliability Dashboard (interactive results dashboard accompanying the reliability paper)","https://hal.cs.princeton.edu/reliability","2026-02-18","INCLUDED","Restates the companion paper's core claim but contains findings published nowhere else (S5 exception): newer frontier models (GPT-5.5, Opus 4.7, Gemini 3.x) gain accuracy but show stagnant/declining reliability on GAIA; outcome-consistency metric correction; three GAIA data-leakage vectors identified; URL and headline match HAL-2026-02 (New frontier models gain accuracy but not reliability)","HAL-2026-02","2026-08-01","agent"
"Princeton Holistic Agent Leaderboard (HAL)","Insight: CORE-Bench is solved (using Opus 4.5 with Claude Code)","https://twitter.com/sayashk/status/1996334941832089732","2025-12-03","INCLUDED","Fetch failed (X.com HTTP 402); decided from title: asserts a new HAL-measured empirical result postdating the ICLR paper - Claude Opus 4.5 with Claude Code solving CORE-Bench - a qualifying empirical model finding not restated elsewhere in known_reports (candidate miss)","","2026-08-01","agent"
"Princeton Holistic Agent Leaderboard (HAL)","Insight: A year evaluating agents for HAL — 'the Windows 95 era of agent evaluation'","https://twitter.com/sayashk/status/1967998405852152039","2025-09-16","EXCLUDED - no findings","Fetch failed (X.com HTTP 402); decided from title: reflective commentary/opinion thread on the state of agent evaluation; any empirical content appears fuller in the HAL ICLR paper (HAL-2025-10) published the following month","","2026-08-01","agent"
"Princeton Holistic Agent Leaderboard (HAL)","Insight: Hallucinations and GPT-5 calibration vs o3 performance","https://twitter.com/PKirgis/status/1966547382033936577","2025-09-12","EXCLUDED - duplicate/secondary","Fetch failed (X.com HTTP 402); decided from title: teaser of hallucination/calibration analysis by a coauthor (Kirgis) that is published in full in the primary HAL ICLR paper, arXiv 2510.11977 (HAL-2025-10, INCLUDED)","","2026-08-01","agent"
"Princeton Holistic Agent Leaderboard (HAL)","Insight: ScienceAgentBench added to HAL with model evaluations","https://twitter.com/sayashk/status/1966144670561612202","2025-09-11","EXCLUDED - duplicate/secondary","Fetch failed (X.com HTTP 402); decided from title: benchmark-addition announcement whose model results are consolidated in the primary HAL ICLR paper's 9-model x 9-benchmark evaluation, arXiv 2510.11977 (HAL-2025-10, INCLUDED)","","2026-08-01","agent"
"Princeton Holistic Agent Leaderboard (HAL)","Insight: Online Mind2Web web-browsing benchmark launched on HAL","https://twitter.com/sayashk/status/1963343022252315112","2025-09-03","EXCLUDED - no findings","Fetch failed (X.com HTTP 402); decided from title: launch announcement of a benchmark on the leaderboard - infrastructure news, no measured result asserted; Mind2Web results appear later in HAL-2025-10","","2026-08-01","agent"
"Princeton Holistic Agent Leaderboard (HAL)","Insight: GPT-OSS vs DeepSeek V3 performance on CORE-Bench","https://twitter.com/sayashk/status/1955298275923210389","2025-08-12","EXCLUDED - duplicate/secondary","Fetch failed (X.com HTTP 402); decided from title: leaderboard result teaser whose model comparisons are subsumed by the primary HAL ICLR paper's consolidated evaluation, arXiv 2510.11977 (HAL-2025-10, INCLUDED)","","2026-08-01","agent"
