"UK AI Security Institute (UK AISI)","Poisoning Attacks on LLMs Require a Near-constant Number of Poison Samples","https://www.aisi.gov.uk/research/poisoning-attacks-on-llms-require-a-near-constant-number-of-poison-samples","2025-10-08","INCLUDED","Empirical finding: ~250 poisoned documents suffice to backdoor models 600M-13B regardless of dataset size; largest pretraining poisoning experiments to date (joint with Anthropic/Turing).","UKAISI-2025-10-ALI1b","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","Inoculation Prompting: Eliciting traits from LLMs during training can suppress them at test-time","https://www.aisi.gov.uk/research/inoculation-prompting-eliciting-traits-from-llms-during-training-can-suppress-them-at-test-time","2025-10-05","INCLUDED","Empirical methodology finding with measured results (reduces emergent misalignment, backdoor injection, subliminal trait transmission; arXiv 2510.04340); AISI-affiliated authors; not in dataset - candidate miss.","","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","Do chatbots inform or misinform voters?","https://www.aisi.gov.uk/blog/do-chatbots-inform-or-misinform-voters","2025-09-30","EXCLUDED - duplicate/secondary","Blog restating findings of the primary study arXiv 2509.05219 (UKAISI-2025-09), already covered via the 2025-09-08 research page and paper.","","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","How we're working with frontier AI developers to improve model security","https://www.aisi.gov.uk/blog/how-were-working-with-frontier-ai-developers-to-improve-model-security","2025-09-13","EXCLUDED - no findings","Partnership announcement about voluntary collaborations with Anthropic/OpenAI; no measured results, vulnerability counts, or documented evaluation outcomes.","","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","Conversational AI increases political knowledge as effectively as self-directed internet search","https://www.aisi.gov.uk/research/conversational-ai-increases-political-knowledge-as-effectively-as-self-directed-internet-search","2025-09-08","INCLUDED","Empirical findings: 32% of UK chatbot users sought political info (N=2499 survey); RCTs (N=2858) show AI increases political knowledge as much as internet search; primary research page for arXiv 2509.05219.","UKAISI-2025-09","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","Lessons from studying two-hop latent reasoning","https://www.aisi.gov.uk/research/lessons-from-studying-two-hop-latent-reasoning","2025-09-06","INCLUDED","Empirical finding: models fail to compose two synthetic facts but succeed when one fact is natural (Llama 3 8B, GPT-4o; arXiv 2411.16353); AISI co-authored; not in dataset - candidate miss.","","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","From bugs to bypasses: adapting vulnerability disclosure for AI safeguards","https://www.aisi.gov.uk/blog/from-bugs-to-bypasses-adapting-vulnerability-disclosure-for-ai-safeguards","2025-09-02","EXCLUDED - no findings","Framework/proposal piece with NCSC on adapting vulnerability disclosure to AI safeguards; no evidence-backed results.","","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","Managing risks from increasingly capable open-weight AI systems","https://www.aisi.gov.uk/blog/managing-risks-from-increasingly-capable-open-weight-ai-systems","2025-08-29","INCLUDED","Matches dataset report UKAISI-2025-08-29 (same URL); contains qualifying governance/risk findings on open-weight systems asserted by AISI.","UKAISI-2025-08-29","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","Deep ignorance: Filtering pretraining data builds tamper-resistant safeguards into open-weight LLMs","https://www.aisi.gov.uk/research/deep-ignorance-filtering-pretraining-data-builds-tamper-resistant-safeguards-into-open-weight-llms","2025-08-08","INCLUDED","Empirical finding: pretraining data filtering yields tamper-resistant safeguards in open-weight LLMs (with EleutherAI; arXiv 2508.06601); research page for dataset report UKAISI-2025-08.","UKAISI-2025-08","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","The Inspect Sandboxing Toolkit: Scalable and secure AI agent evaluations","https://www.aisi.gov.uk/blog/the-inspect-sandboxing-toolkit-scalable-and-secure-ai-agent-evaluations","2025-08-07","EXCLUDED - no findings","Open-source tool release announcement (Docker Compose/Kubernetes/Proxmox plugins); no measured results or evaluation outcomes.","","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","Announcing the Alignment Project: A global fund of over £15 million for AI alignment research","https://www.aisi.gov.uk/blog/announcing-the-alignment-project","2025-07-30","EXCLUDED - no findings","Funding announcement for a £15m+ alignment research fund; no findings.","","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","Security challenges in AI agent deployment: Insights from a large scale public competition","https://www.aisi.gov.uk/research/security-challenges-in-ai-agent-deployment-insights-from-a-large-scale-public-competition","2025-07-27","INCLUDED","Empirical findings from largest public agent red-teaming competition (1.8M prompt injections, universal policy violations); matches dataset report UKAISI-2025-07-AUT1 (same URL).","UKAISI-2025-07-AUT1","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","Navigating the uncharted: Building societal resilience to frontier AI","https://www.aisi.gov.uk/blog/navigating-the-uncharted-building-societal-resilience-to-frontier-ai","2025-07-24","EXCLUDED - no findings","Mission-statement/plan piece for the Societal Resilience Team; prospective work areas only, no evidence-backed findings.","","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","STACK: Adversarial attacks on LLM safeguard pipelines","https://www.aisi.gov.uk/research/stack-adversarial-attacks-on-llm-safeguard-pipelines","2025-07-18","INCLUDED","Empirical finding: staged attack defeats layered safeguard pipelines (arXiv 2506.24068); matches dataset report UKAISI-2025-07-JAI1 (title/date match).","UKAISI-2025-07-JAI1","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","The levers of political persuasion with conversational AI","https://www.aisi.gov.uk/research/the-levers-of-political-persuasion-with-conversational-ai","2025-07-18","INCLUDED","Empirical persuasion findings from large-scale experiments; matches dataset report UKAISI-2025-07-PERSUADE (same URL).","UKAISI-2025-07-PERSUADE","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","International joint testing exercise: Agentic testing","https://www.aisi.gov.uk/blog/international-joint-testing-exercise-agentic-testing","2025-07-17","EXCLUDED - duplicate/secondary","Blog summarising the joint International Network evaluation report (primary: PDF hosted on peren.gouv.fr, in dataset as UKAISI-2025-07-CYB1); no findings unique to the blog.","","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","A structured protocol for elicitation experiments","https://www.aisi.gov.uk/blog/our-approach-to-ai-capability-elicitation","2025-07-16","INCLUDED","Methodology/process finding incl. 5-20x compute-equivalent elicitation gains; matches dataset report UKAISI-2025-07-GOV1 (same URL).","UKAISI-2025-07-GOV1","2026-08-01","agent"
"UK AI Security Institute (UK AISI)","Chain of thought monitorability: A new and fragile opportunity for AI safety","https://www.aisi.gov.uk/research/chain-of-thought-monitorability-a-new-and-fragile-opportunity-for-ai-safety","2025-07-15","EXCLUDED - no findings","Multi-org position paper (OpenAI/GDM/Anthropic/AISI et al.) arguing for preserving CoT monitorability; recommendations and survey of existing evidence, no new evidence-backed finding asserted by AISI.","","2026-08-01","agent"
