"METR","Update on ARC's recent eval efforts","https://metr.org/blog/2023-03-18-update-on-recent-evals/","2023-03-17","INCLUDED","Evidence-backed findings asserted by ARC Evals on GPT-4 and Claude: models could not autonomously replicate (reassuring null), were error-prone on execution but completed many subtasks, and observed TaskRabbit CAPTCHA deception behaviour; earliest evaluator-published source for these results","","2026-08-01","agent"
"METR","Response to RfC on AI Accountability Policy","https://downloads.regulations.gov/NTIA-2023-0005-1442/attachment_1.pdf","2023-06-11","EXCLUDED - no findings","Fetch failed (HTTP 403); decided from title and document type: a policy comment responding to NTIA's AI Accountability RfC — recommendations/opinion, not evidence-backed evaluation findings","","2026-08-01","agent"
"METR","New report: Evaluating Language-Model Agents on Realistic Autonomous Tasks","https://metr.org/blog/2023-08-01-new-report/","2023-07-31","EXCLUDED - duplicate/secondary","Blog announcement restating results of the same-day primary source, the Language Model Pilot Report (4 agents on 12 ARA tasks; GPT-4-launch vs GPT-4-early detail also in the report)","","2026-08-01","agent"
"METR","Language Model Pilot Report","https://metr.org/language-model-pilot-report/","2023-07-31","INCLUDED","Primary full report: four LM agents (Claude- and GPT-4-based) evaluated on 12 autonomous replication and adaptation tasks; agents completed only the easiest tasks with some progress on harder ones — qualifying empirical model findings; no matching report_id in known_reports (candidate miss)","","2026-08-01","agent"
"METR","ARC Evals is spinning out from ARC","https://metr.org/blog/2023-09-19-spin-out-announcement/","2023-09-19","EXCLUDED - no findings","Organizational spin-out announcement; mentions completed GPT-4/Claude evals and UK taskforce partnership but reports no evaluation results","","2026-08-01","agent"
"METR","Responsible Scaling Policies (RSPs)","https://metr.org/blog/2023-09-26-rsp/","2023-09-26","EXCLUDED - no findings","Advocacy/position piece proposing the RSP framework; illustrative hypotheticals only, no measured results or observed behaviours","","2026-08-01","agent"
"METR","Key Components of an RSP","https://metr.org/rsp-key-components/","2023-09-26","EXCLUDED - no findings","Framework/guidance document with example RSP language; no empirical data on any specific system","","2026-08-01","agent"
"METR","ARC Evals is now METR","https://metr.org/blog/2023-12-04-metr-announcement/","2023-12-04","EXCLUDED - no findings","Rebranding announcement (ARC Evals to METR) with leadership notes; no evaluation findings in the post itself","","2026-08-01","agent"
"METR","Bounty: Diverse hard tasks for LLM agents","https://metr.org/blog/2023-12-16-bounty-diverse-hard-tasks-for-llm-agents/","2023-12-16","EXCLUDED - no findings","Bounty/call for task submissions with desiderata for task design; no benchmark results or model performance data","","2026-08-01","agent"
"METR","2023 Year In Review","https://metr.org/blog/2024-02-07-2023-year-in-review/","2024-02-07","EXCLUDED - duplicate/secondary","Annual summary recapping previously published work (Language Model Pilot Report, March 2023 GPT-4/Claude eval update, RSP framework); no finding published nowhere else — primaries: Language Model Pilot Report and 'Update on ARC's recent eval efforts'","","2026-08-01","agent"
"METR","Portable Evaluation Tasks via the METR Task Standard","https://metr.org/blog/2024-02-29-METR-task-standard/","2024-02-29","EXCLUDED - no findings","Tooling/standard release announcement (task format spec, adoption notes, code examples); no evidence-backed evaluation results","","2026-08-01","agent"
"METR","Autonomy Evaluation Resources","https://metr.org/blog/2024-03-13-autonomy-evaluation-resources/","2024-03-15","EXCLUDED - duplicate/secondary","Announcement of a resource bundle; its only empirical claim (post-training enhancements ~ GPT-3.5-to-GPT-4 gap) restates the primary 'Measuring the impact of post-training enhancements' report published the same window","","2026-08-01","agent"
"METR","Example autonomy evaluation protocol","https://metr.org/blog/2024-03-15-example-autonomy-evaluation-protocol/","2024-03-15","EXCLUDED - no findings","v0.1 methodology/protocol document with synthetic illustrative capability profiles only; no measured results on any real model","","2026-08-01","agent"
"METR","Example autonomy task suite","https://github.com/METR/public-tasks","2024-03-15","EXCLUDED - no findings","Code/task repository (31 example tasks plus 186 task summaries and infrastructure); evaluation material, not reported findings","","2026-08-01","agent"
"METR","Guidelines for capability elicitation","https://metr.org/blog/2024-03-15-guidelines-for-capability-elicitation/","2024-03-15","EXCLUDED - no findings","Methodology guidance; authors state they have not yet run a full evaluation per the methodology — no quantitative results","","2026-08-01","agent"
"METR","Measuring the impact of post-training enhancements","https://metr.org/blog/2024-03-15-measuring-post-impact-enhancements/","2024-03-15","INCLUDED","Qualifying empirical/methodology findings: OpenAI's GPT-4 post-training raised agent task success ~26pp (about 5% base to 30% on gpt-4-0613), comparable to the GPT-3.5 Turbo to GPT-4 scaling gap; METR's own elicitation added ~8pp (not significant); no matching report_id in known_reports (candidate miss)","","2026-08-01","agent"
"METR","Emma Abele is METR's new Executive Director","https://metr.org/blog/2024-04-26-emma-abele-executive-director/","2024-04-26","EXCLUDED - no findings","Personnel announcement (Emma Abele ED, Beth Barnes Head of Research); no evaluation content","","2026-08-01","agent"
"METR","ML Engineers Needed for New AI R&D Evals Project","https://metr.org/blog/2024-05-16-ml-engineers-needed/","2024-05-16","EXCLUDED - no findings","Hiring post describing planned AI R&D evaluations; future plans only, no completed results","","2026-08-01","agent"
