"Japan AI Safety Institute (J-AISI)","AIセーフティ・アプローチブック (AI Safety Approach Book)","https://aisi.go.jp/output/output_information/250326/","2025-03-26","EXCLUDED - no findings","Introductory guidance/promotional companion (leaflets, slide decks) to J-AISI's evaluation and red-teaming guides; no measured results or evidence-backed claims","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AIセーフティ年次レポート2024 / National Status Report on AI Safety in Japan 2024","https://aisi.go.jp/output/output_information/250207_3/","2025-02-07","EXCLUDED - no findings","Annual national status report plus fact sheet summarising J-AISI activities and Japan's AI safety landscape; organisational/landscape summary, no qualifying evaluator-asserted findings","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","データ品質マネジメントガイドブック（ドラフト版） (Data Quality Management Guidebook, draft)","https://aisi.go.jp/output/output_information/250207_2/","2025-02-07","EXCLUDED - no findings","Draft practical guidebook on data quality management for AI; guidance only, no measured results or observed behaviours","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AIセーフティに関する活動マップ（AMAIS） (Activity Map on AI Safety, AMAIS)","https://aisi.go.jp/output/output_information/250207_1/","2025-02-07","EXCLUDED - no findings","Discussion paper mapping AI safety activities (AMAIS); organisational mapping exercise, no evidence-backed findings","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AIセーフティに関するレッドチーミング手法ガイドの公開 (Guide to Red Teaming Methodology on AI Safety v1.00)","https://aisi.go.jp/output/output_information/240925/","2024-09-25","EXCLUDED - no findings","Announcement of red-teaming methodology guide v1.00; methodology guidance with no measured results or observed model behaviours","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AIセーフティに関するレッドチーミング手法ガイド / Guide to Red Teaming Methodology on AI Safety (framework page; v1.00 2024-09-25, v1.10 2025-03-31)","https://aisi.go.jp/output/output_framework/guide_to_red_teaming_methodology_on_ai_safety/","2024-09-25","EXCLUDED - no findings","Methodology guide (v1.00/v1.10); v1.10 annex describes an internal RAG red-teaming exercise but frames outputs as 'merely an example' sample deliverables to illustrate the process — no independently codeable asserted findings per protocol s1.0","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AIセーフティに関する評価観点ガイドの公開 (Guide to Evaluation Perspectives on AI Safety v1.00)","https://aisi.go.jp/output/output_information/240918_2/","2024-09-18","EXCLUDED - no findings","Announcement of evaluation-perspectives guide v1.00 for AI developers/providers; evaluation criteria framework, no empirical findings","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AIセーフティに関する評価観点ガイド / Guide to Evaluation Perspectives on AI Safety (framework page; v1.00 2024-09-18, v1.10 2025-03-28, v1.20 2026-07-07)","https://aisi.go.jp/output/output_framework/guide_to_evaluation_perspective_on_ai_safety/","2024-09-18","EXCLUDED - no findings","Framework page hosting all versions of the evaluation-perspectives guide (v1.20 dated 2026-07-07, pre-cutoff); reference framework only, no measured results in any version","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AI事業者ガイドラインと米国NIST AIリスクマネジメントフレームワーク（RMF）のクロスウォーク２ (Crosswalk 2: AI Guidelines for Business x NIST AI RMF)","https://aisi.go.jp/output/output_information/240918_1/","2024-09-18","EXCLUDED - no findings","Crosswalk mapping Japan's AI Guidelines for Business to NIST AI RMF subcategories; structural comparison tool, no findings","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","米国NIST AI リスクマネジメントフレームワーク（RMF）の日本語翻訳版 (Japanese translation of NIST AI RMF)","https://aisi.go.jp/output/output_information/240704/","2024-07-04","EXCLUDED - no findings","Japanese translation of NIST AI RMF 1.0 and Playbook; translation release announcement, no findings by J-AISI","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AI事業者ガイドラインと米国NIST AIリスクマネジメントフレームワーク（RMF）のクロスウォーク１ (Crosswalk 1: AI Guidelines for Business x NIST AI RMF)","https://aisi.go.jp/output/output_information/240430/","2024-04-30","EXCLUDED - no findings","First-phase J-AISI x NIST crosswalk mapping terminology between the two frameworks; mapping/compliance tool, no findings","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","Securing AI Systems: A Guide to Known Attacks and Impacts (arXiv paper referenced on J-AISI output page)","https://arxiv.org/abs/2506.23296","2025-06","EXCLUDED - no findings","Literature survey/taxonomy by J-AISI researchers (Kiribuchi, Zenitani, Semitsu) of 11 known attack types mapped to CIA-triad impacts; synthesis of others' published work, no original evidence-backed finding (fails protocol s1.0 criterion 1)","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AI検証ノート：AIが見つける脆弱性に違い！ / AI Experiment Notes: AI Models Differ in the Vulnerabilities They Find!","https://aisi.go.jp/activity/activity_notes/260708/","2026-07-08","INCLUDED","Qualifying methodology finding with measured results: three (anonymised) AI models given the same vulnerability-assessment task found non-matching issue sets (15 vs 13 vs 13 issues, differing severity mixes; one model's output partly blocked by safety controls); published 2026-07-08, inside cutoff; no matching report in canonical v9 dataset — candidate miss for extraction","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","「AIシステムに対する既知の攻撃と影響」に関する更新 / Updates on \"Known Attacks and Their Impacts on AI Systems\"","https://aisi.go.jp/activity/activity_security/260424/","2026-04-24","EXCLUDED - no findings","Announcement of second edition of the 'Known Attacks' reference document updated from the conference paper (arXiv 2506.23296); the underlying work is a literature survey with no qualifying original findings, and this page adds none","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AIインシデントレスポンス・アプローチブックを公開 / Release of the AI Incident Response Approach Book","https://aisi.go.jp/activity/activity_security/260109/","2026-01-09","EXCLUDED - no findings","Announcement of AI-IRS incident-response conceptual framework/approach book; guidance only, no measured results or observed behaviours","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AIシステム特有のセキュリティ攻撃に関する詳細レポートの公開 (Detailed report on AI-specific security attacks)","https://aisi.go.jp/activity/activity_security/250709/","2025-07-09","EXCLUDED - no findings","Announcement of the arXiv survey paper 'Securing AI Systems' (arXiv 2506.23296, screened separately); taxonomy from literature review, no original evidence-backed findings asserted by J-AISI","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","米OpenAI社とMOCを締結しました。(MOC signed with OpenAI)","https://aisi.go.jp/activity/activity_international/260529/","2026-05-29","EXCLUDED - no findings","Partnership announcement: memorandum of cooperation with OpenAI on evaluation, benchmarking and cybersecurity; forward-looking cooperation plans only","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","「Hiroshima Global Forum for Trustworthy AI」を開催しました。","https://aisi.go.jp/activity/activity_international/260130/","2026-01-30","EXCLUDED - no findings","Event report on the Hiroshima Global Forum (2026-01-15/16) summarising speaker sessions and policy discussion; no evidence-backed evaluator findings","","2026-08-01","agent"
