"Japan AI Safety Institute (J-AISI)","AIロボティクスに関するセーフティ評価観点ガイドの公開 (Guide to Safety Evaluation Perspectives on AI Robotics)","https://aisi.go.jp/output/output_information/260723/","2026-07-23","EXCLUDED - no findings","Framework guide for evaluating AI robot safety (nine evaluation perspectives, physical/psychological/social risk taxonomy, two reference use cases); no measured results or tested systems, so no qualifying finding per §1.0 (would otherwise be post-cutoff); page and guide Japanese-only","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AIセーフティに関する評価観点ガイド(第1.20版)の公開 (Guide to Evaluation Perspectives on AI Safety v1.20)","https://aisi.go.jp/output/output_information/260707/","2026-07-07","EXCLUDED - no findings","Guide revision announcement adding an Observation and Control evaluation category and AI-agent assessment items; framework content only, no empirical results or evaluated systems","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","データ品質マネジメントガイドブック / Data Quality Management Guidebook (framework page)","https://aisi.go.jp/output/output_framework/data_quality_management_guidebook/","2026-05-14","EXCLUDED - no findings","Framework landing page for the Data Quality Management Guidebook (versions 1.00-1.02, checklist, downloads); normative guidance with no empirical test results","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AIセーフティ年次レポート2025 / National Status Report on AI Safety in Japan 2025","https://aisi.go.jp/output/output_information/260428/","2026-04-28","EXCLUDED - duplicate/secondary","Annual status report compiling J-AISI FY2025 activities and prior publications rather than original evaluation studies; per §5 annual summaries defer to primaries — e.g. International Network joint testing exercises already INCLUDED as SGAISI-2025-07-JAI1 and UKAISI-2025-07-CYB1, plus J-AISI guide releases screened separately in this sweep; no finding published nowhere else identified","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AIシステムに対する既知の攻撃と影響 / Known Attacks and Their Impacts on AI Systems (2nd edition update; 1st edition 2025)","https://aisi.go.jp/output/output_security/known_attacks_and_impacts/","2026-04-24","EXCLUDED - no findings","Literature survey cataloguing AI attacks published in academic papers and other external sources as a red-teaming reference; summarizes others' work, asserts no evidence-backed finding of J-AISI's own (§1.0 criterion 1)","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","2025年度 適合性評価SWG 活動報告書の公開 (FY2025 Conformity Assessment SWG Activity Report)","https://aisi.go.jp/output/output_information/260423/","2026-04-23","EXCLUDED - no findings","Process/activity report organizing issues around AI conformity assessment with Human-Machine Teaming as a case study for future system design; identifies perspectives and challenges but reports no measured results or assessed systems","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","「AIセーフティ評価環境 検討タスクフォース」の「検討報告書（2025年度版）」の公開 (AI Safety Evaluation Environment Task Force Report, FY2025)","https://aisi.go.jp/output/output_information/260415_2/","2026-04-15","EXCLUDED - no findings","Planning document from task force discussions on future direction and functionality proposals for the AI Safety Evaluation Environment tool; challenges organized from expert interviews, no empirical evaluation results","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","2025年度 データ品質SWG 活動報告書の公開 (FY2025 Data Quality SWG Activity Report)","https://aisi.go.jp/output/output_information/260415/","2026-04-15","INCLUDED","Qualifying methodology finding (verified in English summary PDF p.10): step-by-step verification with National Printing Bureau/SAS/IPA of data quality levels vs AI output quality on 16 Official Gazette legal-amendment extraction tasks — recall varied markedly by data structuring level (PDF 0.453; HTML 0.664; HTML-cleansing 0.562; cleansing+tagging 0.643; precision 0.80-0.84), confirming AI output quality depends on input data structuring; not in canonical v9 dataset — candidate miss for extraction","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","ヘルスケア領域におけるAIセーフティ評価観点ガイドの公開 (Guide to AI Safety Evaluation Perspectives in Healthcare)","https://aisi.go.jp/output/output_information/260402/","2026-04-02","EXCLUDED - no findings","Sector framework guide (ten evaluation perspectives across five lifecycle phases for healthcare AI, with example prompts/agent skills); guidance only, no measured results or evaluated systems","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","Chief AI Officerガイド / Chief AI Officer Guides (framework page)","https://aisi.go.jp/output/output_framework/260317/","2026-03-17","EXCLUDED - no findings","Framework page for two CAIO governance guides (organizational design, roles, processes, KPIs, audit mechanisms); governance guidance, no evidence-backed findings","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","Chief AI Officer (CAIO) ガイドブック(案) (Chief AI Officer Guidebook, draft)","https://aisi.go.jp/output/output_information/260205/","2026-02-05","EXCLUDED - no findings","Draft guidebook and operational manual announcement for CAIO/AI-governance structures (templates, KPIs, audit frameworks); framework content, no empirical or process findings","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","「AIセーフティに関する具体的な影響の調査報告書」の公開 (Survey Report on Concrete Impacts Related to AI Safety)","https://aisi.go.jp/output/output_information/251031/","2025-10-31","INCLUDED","Commissioned threat-landscape analysis (contractor NRI SecureTechnologies) of specific societal harms across misinformation, AI-enabled cyberattacks, algorithmic bias in high-stakes decisions, economic disruption, and IP/confidentiality — governance finding already in canonical dataset; English PDF at aisi.go.jp/assets/pdf/20251031_en.pdf matches dataset Source URL","AISI-JP-SpecificInfluence-2025","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AIセーフティ評価のための評価ツールをOSSとして公開 (AI Safety Evaluation Tool Released as OSS)","https://aisi.go.jp/output/output_information/250912/","2025-09-12","EXCLUDED - no findings","Open-source tool release announcement (Apache 2.0; quantitative/qualitative evaluation plus automated red teaming aligned to the Evaluation Perspectives Guide); announces capability, reports no evaluation results from applying it","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AISI事業実証ワーキンググループ・ビジョンペーパー (AISI Business Demonstration WG Vision Paper)","https://aisi.go.jp/output/output_information/250630/","2025-06-30","EXCLUDED - no findings","Forward-looking strategic vision paper on coexistence of innovation and trustworthiness with priority sectors healthcare and robotics; plans and proposed frameworks only, no evidence-backed findings","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","データ品質マネジメントガイドブックの公開 (Data Quality Management Guidebook release)","https://aisi.go.jp/output/output_information/250331_2/","2025-03-31","EXCLUDED - no findings","Release announcement of Data Quality Management Guidebook v1.0 (English official version); normative guidance on sustaining data quality for trustworthy AI, no empirical results","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AIセーフティに関するレッドチーミング手法ガイド(第1.10版)の公開 (Guide to Red Teaming Methodology on AI Safety v1.10)","https://aisi.go.jp/output/output_information/250331_1/","2025-03-31","EXCLUDED - no findings","Methodology guide revision; v1.10 adds a worked red-teaming example on an unnamed demo RAG system, but the English guide contains the methodology only — the exercise results (risk/attack scenarios, implementation results, results report) are Japanese-only supplements on an anonymous in-house system, so no verifiable English-language qualifying finding","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AI事業者ガイドライン(1.1版)が公表されました。(AI Guidelines for Business v1.1 published)","https://aisi.go.jp/output/output_information/250328_2/","2025-03-28","EXCLUDED - no findings","Announcement (Japanese) that MIC and METI published AI Guidelines for Business v1.1 with J-AISI as co-secretariat; living-document policy guidance update, no evidence-backed findings by any evaluator","","2026-08-01","agent"
"Japan AI Safety Institute (J-AISI)","AIセーフティに関する評価観点ガイド(第1.10版)の公開 (Guide to Evaluation Perspectives on AI Safety v1.10)","https://aisi.go.jp/output/output_information/250328_1/","2025-03-28","EXCLUDED - no findings","Guide revision announcement extending evaluation perspectives and sample items to multimodal foundation models; framework content, no measured results or evaluated systems","","2026-08-01","agent"
